brand,model,variant,year,fuel_type,transmission,km_driven,engine_cc,mileage,ownership,location,seats,condition,insurance_valid,price
Maruti Suzuki,Baleno,Zeta,2016,Petrol,Automatic,105139,1197,22.6,1st Owner,Bengaluru,5,Poor,False,130000
Mercedes-Benz,E-Class,E 220d,2018,Diesel,Automatic,106582,1993,15.6,3rd Owner,Pune,5,Poor,False,1375000
Renault,Kiger,RXT,2018,Petrol,Automatic,90420,1049,19.5,2nd Owner,Chandigarh,5,Excellent,False,220000
Skoda,Kushaq,Style,2014,Petrol,Automatic,104663,1448,18.6,3rd Owner,Bengaluru,5,Excellent,False,350000
Mercedes-Benz,GLC,GLC 220d,2014,Diesel,Automatic,88023,2043,15.1,2nd Owner,Delhi,5,Fair,False,985000
BMW,5 Series,530d M Sport,2015,Petrol,Automatic,71491,1995,17.8,3rd Owner,Kolkata,5,Good,True,1255000
Mercedes-Benz,GLC,GLC 220d,2017,Petrol,Automatic,107397,1943,15.4,1st Owner,Kochi,5,Good,False,1885000
Toyota,Fortuner,2.8 4x2 AT,2022,Petrol,Automatic,40048,2755,14.6,1st Owner,Chandigarh,7,Fair,True,1875000
BMW,3 Series,320d Sport,2013,Diesel,Automatic,157143,2045,15.6,1st Owner,Surat,5,Excellent,False,860000
Volkswagen,Polo,Highline,2014,Petrol,Manual,103563,999,17.9,1st Owner,Jaipur,5,Excellent,True,135000
Toyota,Innova Crysta,VX,2021,Diesel,Automatic,34931,2393,14.2,4+ Owners,Surat,7,Good,False,760000
Kia,Seltos,HTK,2020,Petrol,Automatic,46524,1447,16.0,2nd Owner,Chandigarh,5,Excellent,True,560000
Honda,City,V,2017,Hybrid,Manual,82606,1548,16.5,1st Owner,Chandigarh,5,Poor,False,350000
Mahindra,XUV700,AX3,2014,Petrol,Manual,171408,2184,12.7,2nd Owner,Hyderabad,7,Fair,False,350000
BMW,X1,sDrive20d,2014,Diesel,Automatic,120962,2045,16.0,1st Owner,Chennai,5,Excellent,False,830000
Audi,Q3,35 TDI Quattro,2024,Petrol,Automatic,32436,1984,14.4,1st Owner,Delhi,5,Good,True,3630000
Maruti Suzuki,Dzire,ZXi,2017,CNG,Automatic,62173,1147,23.4,4+ Owners,Kochi,5,Poor,False,120000
BMW,5 Series,530d M Sport,2018,Petrol,Automatic,106682,1945,16.1,4+ Owners,Kochi,5,Good,True,1515000
Audi,A4,40 TFSI Technology,2023,Petrol,Automatic,21862,2034,18.2,1st Owner,Hyderabad,5,Poor,True,2350000
Kia,Sonet,HTE,2013,Diesel,Automatic,166250,1197,19.0,2nd Owner,Lucknow,5,Good,True,125000
Volkswagen,Virtus,Comfortline,2020,Petrol,Automatic,83547,1448,18.8,1st Owner,Chennai,5,Excellent,False,550000
Tata,Punch,Accomplished,2016,Petrol,Automatic,120067,1199,19.4,2nd Owner,Chandigarh,5,Good,True,155000
Renault,Kiger,RXE,2022,Petrol,Manual,37907,999,20.3,2nd Owner,Vadodara,5,Fair,False,320000
Mahindra,Scorpio-N,Z2,2016,Petrol,Automatic,63438,2184,15.8,2nd Owner,Kochi,7,Good,False,370000
Skoda,Slavia,Style,2024,Petrol,Manual,24142,1448,19.9,1st Owner,Mumbai,5,Fair,True,805000
Volkswagen,Taigun,Topline,2019,Petrol,Automatic,104375,1548,17.7,3rd Owner,Delhi,5,Poor,True,350000
Hyundai,i20,Magna,2019,Petrol,Manual,95905,1197,21.5,4+ Owners,Kolkata,5,Poor,True,140000
Mahindra,Bolero,B6,2013,Diesel,Manual,135515,1443,15.6,2nd Owner,Jaipur,7,Excellent,False,145000
BMW,5 Series,520d Luxury Line,2014,Diesel,Automatic,92914,1995,17.1,1st Owner,Lucknow,5,Good,False,1265000
Skoda,Octavia,Style,2019,Petrol,Automatic,82753,2034,16.2,4+ Owners,Pune,5,Fair,True,700000
Skoda,Slavia,Ambition,2021,Petrol,Manual,74351,1448,20.0,1st Owner,Hyderabad,5,Fair,False,505000
Mahindra,Scorpio-N,Z6,2022,Diesel,Automatic,48253,2184,13.0,1st Owner,Lucknow,7,Excellent,True,1025000
Kia,Carens,Prestige,2015,Diesel,Manual,110306,1497,17.4,4+ Owners,Chennai,7,Good,True,350000
BMW,5 Series,520d Luxury Line,2019,Petrol,Automatic,49664,2045,17.8,1st Owner,Kochi,5,Good,False,2525000
BMW,X1,sDrive20d,2019,Diesel,Automatic,102201,1945,15.4,3rd Owner,Lucknow,5,Excellent,True,1335000
Skoda,Octavia,L&K,2021,Petrol,Automatic,72407,1934,14.3,4+ Owners,Bengaluru,5,Poor,False,725000
Renault,Triber,RXE,2017,Petrol,Automatic,92281,1049,19.7,4+ Owners,Chandigarh,7,Fair,False,120000
Hyundai,Alcazar,Signature,2020,Diesel,Automatic,52592,1493,17.1,1st Owner,Mumbai,7,Excellent,False,850000
BMW,X1,sDrive20d,2023,Diesel,Automatic,32328,1995,16.5,3rd Owner,Surat,5,Fair,True,2025000
MG,Hector,Sharp Pro,2024,Petrol,Manual,20241,1956,17.0,4+ Owners,Surat,5,Excellent,True,815000
Volkswagen,Virtus,GT Plus,2021,Petrol,Manual,54785,1498,18.3,1st Owner,Surat,5,Good,True,635000
Audi,Q3,40 TFSI,2021,Diesel,Automatic,52471,2034,16.4,2nd Owner,Pune,5,Fair,True,1870000
Audi,Q3,35 TDI Quattro,2023,Petrol,Automatic,31067,1984,16.4,4+ Owners,Vadodara,5,Poor,True,1570000
Maruti Suzuki,Brezza,ZXi Plus,2018,CNG,Automatic,111547,1412,20.8,3rd Owner,Jaipur,5,Good,True,265000
Audi,A6,45 TFSI Premium Plus,2023,Petrol,Automatic,22088,2034,14.3,1st Owner,Ahmedabad,5,Excellent,True,4665000
Kia,Sonet,HTX,2019,Petrol,Manual,99847,1147,19.2,4+ Owners,Pune,5,Fair,True,190000
Toyota,Camry,2.5 Hybrid,2024,Hybrid,Automatic,24045,2487,20.6,4+ Owners,Chennai,5,Poor,False,1730000
Volkswagen,Polo,Trendline,2023,Petrol,Automatic,28734,999,19.5,2nd Owner,Delhi,5,Excellent,True,465000
Kia,Sonet,HTE,2022,Diesel,Automatic,47315,1147,18.5,3rd Owner,Surat,5,Good,True,425000
MG,Astor,Sharp,2014,Petrol,Automatic,155805,1448,16.2,1st Owner,Lucknow,5,Excellent,True,350000
BMW,5 Series,520d Luxury Line,2024,Petrol,Automatic,13557,1995,17.5,1st Owner,Jaipur,5,Poor,False,3925000
Renault,Kwid,RXT,2013,Petrol,Manual,187498,999,22.0,2nd Owner,Vadodara,5,Poor,False,120000
Skoda,Kushaq,Monte Carlo,2023,Petrol,Automatic,32056,1498,18.8,3rd Owner,Kochi,5,Fair,False,590000
Tata,Safari,Accomplished,2019,Diesel,Automatic,56650,1906,16.3,4+ Owners,Chandigarh,7,Fair,False,455000
Mahindra,Thar,AX(O),2016,Diesel,Automatic,80123,2184,13.9,4+ Owners,Bengaluru,4,Poor,True,350000
Tata,Tiago,XZ+,2023,CNG,Automatic,28527,1199,19.2,1st Owner,Chandigarh,5,Excellent,False,435000
Audi,A6,45 TFSI Premium Plus,2024,Petrol,Automatic,20393,1984,14.1,2nd Owner,Vadodara,5,Good,False,4350000
BMW,5 Series,530d M Sport,2014,Petrol,Automatic,115236,2045,17.6,1st Owner,Mumbai,5,Fair,True,1165000
Mercedes-Benz,E-Class,E 350d,2016,Petrol,Automatic,143818,1943,14.2,3rd Owner,Bengaluru,5,Good,False,1405000
Tata,Altroz,XM,2020,Petrol,Manual,83777,1149,18.8,2nd Owner,Delhi,5,Excellent,True,295000
BMW,5 Series,520d Luxury Line,2013,Diesel,Automatic,122325,1945,16.5,4+ Owners,Mumbai,5,Fair,True,675000
Mercedes-Benz,C-Class,C 300d,2014,Petrol,Automatic,146711,2043,17.7,1st Owner,Bengaluru,5,Fair,False,950000
MG,Hector,Smart,2020,Petrol,Automatic,50511,2006,16.2,3rd Owner,Kochi,5,Excellent,False,615000
Renault,Kiger,RXT,2021,Petrol,Automatic,56284,1049,18.7,3rd Owner,Surat,5,Good,True,300000
MG,Hector,Sharp Pro,2022,Petrol,Automatic,39453,1956,14.9,2nd Owner,Vadodara,5,Poor,True,635000
Renault,Triber,RXT,2022,Petrol,Automatic,37320,1049,18.1,1st Owner,Hyderabad,7,Poor,False,315000
MG,Hector,Shine,2014,Diesel,Manual,117491,1906,16.1,3rd Owner,Kochi,5,Poor,False,350000
Mercedes-Benz,C-Class,C 300d,2023,Petrol,Automatic,30490,1993,16.7,4+ Owners,Vadodara,5,Excellent,False,2770000
Honda,WR-V,VX,2019,Diesel,Manual,80867,1498,16.7,3rd Owner,Surat,5,Excellent,True,275000
Mahindra,XUV700,AX5,2015,Diesel,Automatic,94938,2184,12.8,3rd Owner,Chandigarh,7,Poor,True,350000
Volkswagen,Taigun,Highline,2022,Petrol,Manual,42370,1548,17.2,2nd Owner,Jaipur,5,Fair,False,570000
Toyota,Camry,2.5 Hybrid,2019,Hybrid,Automatic,54239,2487,17.8,4+ Owners,Hyderabad,5,Excellent,True,1335000
Audi,A4,40 TFSI Premium,2023,Petrol,Automatic,30254,2034,17.0,2nd Owner,Pune,5,Poor,False,1995000
BMW,3 Series,320d Luxury Line,2024,Petrol,Automatic,31951,1995,16.3,1st Owner,Ahmedabad,5,Poor,True,2965000
Renault,Kwid,RXT,2022,Petrol,Automatic,64469,999,21.7,1st Owner,Surat,5,Poor,True,235000
BMW,3 Series,330i M Sport,2017,Diesel,Automatic,86835,2045,15.7,3rd Owner,Vadodara,5,Fair,True,1030000
Kia,Seltos,X-Line,2023,Petrol,Manual,39944,1497,16.4,3rd Owner,Vadodara,5,Excellent,True,665000
Mercedes-Benz,E-Class,E 220d,2024,Diesel,Automatic,27181,1993,16.2,2nd Owner,Surat,5,Good,False,5165000
Maruti Suzuki,Wagon R,LXi,2021,Petrol,Automatic,65020,998,26.5,1st Owner,Jaipur,5,Good,False,300000
Toyota,Camry,2.5 Hybrid,2014,Hybrid,Automatic,125782,2487,20.0,3rd Owner,Mumbai,5,Poor,False,515000
Skoda,Slavia,Ambition,2015,Petrol,Manual,92921,1448,18.5,4+ Owners,Chennai,5,Poor,True,350000
Honda,WR-V,SV,2018,Diesel,Manual,90144,1448,16.6,1st Owner,Vadodara,5,Fair,False,245000
Honda,Civic,V,2013,Petrol,Automatic,149388,1799,16.9,4+ Owners,Ahmedabad,5,Excellent,False,350000
Maruti Suzuki,Dzire,ZXi Plus,2019,CNG,Automatic,77204,1197,24.8,1st Owner,Vadodara,5,Excellent,False,275000
Tata,Nexon,Creative,2013,Petrol,Automatic,146417,1249,18.3,1st Owner,Vadodara,5,Excellent,True,170000
Toyota,Fortuner,2.8 4x4 AT,2021,Petrol,Manual,49858,2755,13.1,4+ Owners,Surat,7,Poor,True,845000
Honda,WR-V,VX,2024,Petrol,Manual,19031,1498,16.6,1st Owner,Delhi,5,Excellent,True,725000
Toyota,Glanza,V,2014,Petrol,Automatic,85068,1247,23.5,1st Owner,Chandigarh,5,Fair,True,135000
Kia,Carens,Luxury,2013,Diesel,Automatic,101281,1547,17.4,2nd Owner,Lucknow,7,Poor,False,350000
Kia,Carens,Luxury Plus,2014,Diesel,Manual,173619,1547,15.9,2nd Owner,Chandigarh,7,Good,True,350000
Audi,Q3,40 TFSI,2013,Diesel,Automatic,165370,1934,17.2,2nd Owner,Hyderabad,5,Good,True,655000
Toyota,Glanza,S,2015,Petrol,Automatic,70301,1147,22.2,1st Owner,Kolkata,5,Poor,False,130000
Mahindra,XUV300,W6,2024,Diesel,Automatic,25837,1497,19.7,1st Owner,Surat,5,Good,False,730000
BMW,3 Series,320d Sport,2013,Petrol,Automatic,162777,1945,15.9,4+ Owners,Vadodara,5,Excellent,True,560000
Skoda,Kushaq,Active,2023,Petrol,Manual,22125,1548,18.5,2nd Owner,Lucknow,5,Good,True,720000
Mahindra,Scorpio-N,Z8L,2024,Diesel,Manual,16981,2184,15.4,2nd Owner,Delhi,7,Fair,False,900000
Skoda,Octavia,Style,2013,Petrol,Automatic,169135,1934,17.2,3rd Owner,Mumbai,5,Fair,True,350000
Tata,Nexon,Pure,2019,Petrol,Manual,88928,1149,18.7,1st Owner,Chennai,5,Fair,False,295000
Skoda,Octavia,Style,2024,Petrol,Automatic,17034,2034,16.8,3rd Owner,Ahmedabad,5,Fair,False,1510000
Mahindra,Thar,LX Petrol AT,2013,Diesel,Manual,164323,2184,15.8,4+ Owners,Chennai,4,Fair,False,350000
Skoda,Slavia,Style,2022,Petrol,Manual,56145,1448,18.8,3rd Owner,Delhi,5,Fair,True,480000
MG,Hector,Smart,2022,Diesel,Automatic,56098,1906,15.2,2nd Owner,Vadodara,5,Fair,False,705000
Kia,Carens,Premium,2022,Diesel,Manual,24508,1497,17.8,3rd Owner,Kolkata,7,Good,False,505000
Toyota,Camry,2.5 Hybrid,2022,Hybrid,Automatic,47509,2487,19.4,4+ Owners,Ahmedabad,5,Excellent,True,2100000
Kia,Seltos,X-Line,2019,Diesel,Manual,64802,1547,17.1,3rd Owner,Kochi,5,Poor,False,350000
Maruti Suzuki,Baleno,Alpha,2018,CNG,Manual,117269,1247,22.3,2nd Owner,Delhi,5,Fair,False,175000
Honda,City,ZX,2015,Hybrid,Manual,114228,1448,17.3,3rd Owner,Lucknow,5,Poor,True,350000
Mahindra,Bolero,B6(O),2017,Diesel,Manual,119680,1443,15.6,1st Owner,Pune,7,Good,True,275000
BMW,3 Series,330i M Sport,2016,Petrol,Automatic,83938,1995,15.7,4+ Owners,Mumbai,5,Fair,True,780000
Tata,Punch,Adventure,2015,Petrol,Manual,79751,1249,19.3,3rd Owner,Surat,5,Good,True,125000
Toyota,Fortuner,2.8 4x4 AT,2013,Diesel,Manual,133709,2755,14.7,4+ Owners,Lucknow,7,Poor,True,350000
Toyota,Fortuner,2.8 4x2 AT,2014,Petrol,Automatic,174788,2755,13.4,2nd Owner,Kolkata,7,Excellent,True,620000
Maruti Suzuki,Alto,Std,2017,Petrol,Manual,108276,846,25.5,4+ Owners,Kochi,5,Good,False,120000
Volkswagen,Taigun,Topline,2018,Petrol,Automatic,76867,1548,17.9,2nd Owner,Hyderabad,5,Poor,True,350000
Toyota,Innova Crysta,GX,2023,Diesel,Manual,31980,2393,13.8,4+ Owners,Jaipur,7,Good,True,940000
Honda,WR-V,VX,2018,Petrol,Manual,118672,1448,16.0,3rd Owner,Kolkata,5,Poor,False,160000
Kia,Carens,Premium,2021,Petrol,Automatic,55768,1547,17.1,4+ Owners,Delhi,7,Good,True,440000
Mahindra,XUV700,MX,2023,Petrol,Automatic,34794,2184,12.8,2nd Owner,Ahmedabad,7,Good,True,1060000
Maruti Suzuki,Grand Vitara,Zeta,2024,Petrol,Automatic,20230,1440,28.3,1st Owner,Mumbai,5,Poor,True,745000
Toyota,Glanza,S,2022,CNG,Automatic,50658,1197,21.6,2nd Owner,Hyderabad,5,Excellent,False,395000
Hyundai,Alcazar,Platinum,2016,Petrol,Manual,108707,1443,18.5,4+ Owners,Mumbai,7,Excellent,True,350000
BMW,3 Series,320d Sport,2017,Petrol,Automatic,102591,1995,16.8,3rd Owner,Lucknow,5,Poor,True,860000
Skoda,Octavia,Style,2020,Petrol,Automatic,46752,1984,16.0,2nd Owner,Kolkata,5,Fair,True,1045000
Honda,Amaze,S,2017,Petrol,Manual,83533,1149,17.6,2nd Owner,Lucknow,5,Fair,False,165000
Volkswagen,Virtus,Topline,2020,Petrol,Manual,71297,1448,19.5,4+ Owners,Chennai,5,Poor,False,350000
Volkswagen,Taigun,Comfortline,2020,Petrol,Manual,77889,1498,18.9,3rd Owner,Ahmedabad,5,Excellent,True,460000
Volkswagen,Taigun,Highline,2015,Petrol,Manual,103442,1448,16.7,2nd Owner,Lucknow,5,Poor,True,350000
Mercedes-Benz,E-Class,E 200,2015,Diesel,Automatic,104204,1943,16.1,3rd Owner,Surat,5,Fair,False,1135000
MG,Hector,Sharp Pro,2019,Diesel,Manual,78222,1956,17.3,1st Owner,Bengaluru,5,Good,False,575000
Toyota,Innova Crysta,VX,2021,Diesel,Manual,43743,2393,15.6,4+ Owners,Pune,7,Excellent,True,800000
Tata,Nexon,Smart,2019,Petrol,Automatic,55892,1249,16.0,2nd Owner,Kochi,5,Poor,False,235000
Skoda,Slavia,Active,2024,Petrol,Automatic,25377,1548,20.0,3rd Owner,Chandigarh,5,Fair,True,655000
Honda,Civic,ZX,2016,Petrol,Automatic,126359,1849,16.2,4+ Owners,Bengaluru,5,Poor,False,350000
Skoda,Kushaq,Monte Carlo,2020,Petrol,Manual,74437,1448,17.0,3rd Owner,Delhi,5,Poor,False,350000
Hyundai,Grand i10 Nios,Sportz,2016,Petrol,Automatic,92433,1197,21.8,2nd Owner,Hyderabad,5,Excellent,False,155000
Hyundai,Verna,EX,2013,Petrol,Manual,95128,1547,17.4,3rd Owner,Jaipur,5,Excellent,False,350000
BMW,3 Series,330i M Sport,2017,Diesel,Automatic,65283,2045,16.4,1st Owner,Mumbai,5,Poor,True,1160000
Kia,Sonet,GTX+,2024,Petrol,Automatic,16547,1197,17.6,1st Owner,Ahmedabad,5,Poor,False,495000
Honda,Civic,VX,2015,Petrol,Automatic,84034,1749,17.3,4+ Owners,Bengaluru,5,Poor,False,350000
Tata,Nexon,Creative,2021,Diesel,Automatic,43333,1199,17.8,4+ Owners,Delhi,5,Fair,False,295000
Volkswagen,Polo,Comfortline,2015,Petrol,Automatic,65218,949,18.7,3rd Owner,Vadodara,5,Excellent,False,135000
Honda,Amaze,VX,2019,Petrol,Automatic,101829,1199,18.6,4+ Owners,Kochi,5,Excellent,True,220000
Skoda,Kushaq,Monte Carlo,2016,Petrol,Automatic,139256,1448,19.2,2nd Owner,Lucknow,5,Poor,False,350000
Volkswagen,Virtus,Highline,2019,Petrol,Manual,100677,1498,19.1,3rd Owner,Chandigarh,5,Poor,False,350000
Skoda,Kushaq,Monte Carlo,2019,Petrol,Automatic,90039,1498,17.5,2nd Owner,Chennai,5,Poor,False,350000
MG,Hector,Shine,2017,Petrol,Automatic,92838,1956,14.8,1st Owner,Jaipur,5,Fair,False,400000
Honda,WR-V,VX,2013,Petrol,Manual,152993,1548,18.6,1st Owner,Kochi,5,Poor,True,120000
Skoda,Slavia,Active,2024,Petrol,Automatic,17232,1548,18.8,2nd Owner,Ahmedabad,5,Poor,False,650000
Skoda,Slavia,Style,2017,Petrol,Automatic,90156,1448,17.2,3rd Owner,Delhi,5,Fair,True,350000
Kia,Seltos,HTK,2024,Diesel,Manual,19989,1447,17.9,2nd Owner,Ahmedabad,5,Fair,True,775000
Volkswagen,Polo,GT TSI,2016,Petrol,Automatic,128295,999,18.6,3rd Owner,Surat,5,Poor,False,120000
Honda,Amaze,E,2020,Petrol,Automatic,59818,1199,18.9,1st Owner,Surat,5,Fair,True,300000
Hyundai,Creta,EX,2023,Diesel,Automatic,24117,1547,15.6,3rd Owner,Delhi,5,Poor,False,500000
Toyota,Camry,2.5 Hybrid,2022,Hybrid,Automatic,57184,2487,20.6,1st Owner,Ahmedabad,5,Excellent,False,2790000
Mahindra,XUV300,W8,2017,Diesel,Manual,100712,1497,20.5,2nd Owner,Ahmedabad,5,Excellent,True,240000
Maruti Suzuki,Alto,VXi,2020,CNG,Manual,79232,796,23.5,1st Owner,Bengaluru,5,Good,True,175000
Kia,Seltos,HTK,2022,Petrol,Manual,40352,1497,16.3,3rd Owner,Vadodara,5,Excellent,True,620000
Honda,Civic,VX,2021,Diesel,Automatic,61669,1749,16.5,1st Owner,Kochi,5,Excellent,False,1040000
Mahindra,Thar,AX(O),2019,Diesel,Manual,95461,2184,16.6,2nd Owner,Kochi,4,Fair,False,385000
Toyota,Innova Crysta,GX,2016,Diesel,Automatic,135250,2393,14.9,3rd Owner,Vadodara,7,Fair,True,385000
Toyota,Innova Crysta,VX,2015,Diesel,Manual,98006,2393,16.2,2nd Owner,Kochi,7,Poor,False,350000
Hyundai,Venue,SX,2024,Diesel,Automatic,20931,1147,17.7,3rd Owner,Surat,5,Good,True,555000
Tata,Tiago,XE,2020,Electric,Automatic,74911,1249,21.0,2nd Owner,Ahmedabad,5,Excellent,True,255000
Tata,Punch,Pure,2015,CNG,Automatic,100875,1149,21.4,2nd Owner,Hyderabad,5,Fair,False,120000
Maruti Suzuki,Dzire,LXi,2020,Petrol,Automatic,60033,1147,24.6,2nd Owner,Bengaluru,5,Excellent,True,295000
MG,Astor,Super,2014,Petrol,Manual,77107,1448,13.9,2nd Owner,Surat,5,Excellent,False,350000
Tata,Nexon,Creative,2021,Petrol,Manual,46371,1199,16.8,3rd Owner,Surat,5,Poor,True,270000
Mahindra,XUV300,W8(O),2022,Diesel,Manual,56895,1497,21.0,3rd Owner,Vadodara,5,Fair,True,350000
Hyundai,Verna,EX,2021,Petrol,Automatic,40981,1547,19.7,4+ Owners,Chennai,5,Good,False,430000
Hyundai,Grand i10 Nios,Sportz,2015,CNG,Automatic,153022,1247,21.6,1st Owner,Pune,5,Fair,True,120000
Skoda,Slavia,Style,2019,Petrol,Automatic,76244,1498,18.2,3rd Owner,Mumbai,5,Fair,False,350000
Hyundai,Alcazar,Platinum,2024,Petrol,Manual,21084,1493,18.7,1st Owner,Hyderabad,7,Fair,True,1135000
Audi,A6,45 TFSI Technology,2018,Petrol,Automatic,97713,2034,14.1,1st Owner,Jaipur,5,Good,True,2165000
Mercedes-Benz,E-Class,E 200,2020,Diesel,Automatic,84922,1993,15.2,2nd Owner,Pune,5,Fair,True,2475000
Skoda,Kushaq,Ambition,2017,Petrol,Automatic,119922,1448,17.9,3rd Owner,Lucknow,5,Fair,False,350000
Toyota,Glanza,V,2020,CNG,Manual,81879,1147,21.4,3rd Owner,Kochi,5,Poor,False,170000
Mahindra,Scorpio-N,Z8L,2016,Diesel,Manual,91019,2184,14.3,3rd Owner,Chandigarh,7,Excellent,False,350000
Mercedes-Benz,C-Class,C 220d,2020,Petrol,Automatic,76959,1943,17.8,3rd Owner,Lucknow,5,Fair,True,1790000
Honda,WR-V,SV,2020,Petrol,Manual,69953,1498,17.0,2nd Owner,Kochi,5,Fair,False,295000
Mahindra,Scorpio-N,Z8,2015,Petrol,Automatic,104021,2184,14.1,4+ Owners,Surat,7,Poor,False,350000
Skoda,Octavia,L&K,2013,Petrol,Automatic,88619,1984,16.6,1st Owner,Chennai,5,Good,True,525000
Mahindra,Scorpio-N,Z8,2021,Diesel,Manual,41139,2184,14.7,2nd Owner,Ahmedabad,7,Poor,True,525000
Renault,Kiger,RXE,2014,Petrol,Manual,179405,1049,19.2,1st Owner,Delhi,5,Excellent,False,125000
Mercedes-Benz,GLC,GLC 220d,2022,Petrol,Automatic,33128,1943,13.7,2nd Owner,Ahmedabad,5,Fair,True,2905000
BMW,3 Series,320d Sport,2023,Petrol,Automatic,39284,1995,16.4,2nd Owner,Mumbai,5,Good,False,2910000
MG,Hector,Shine,2021,Diesel,Automatic,71360,1906,16.6,4+ Owners,Kochi,5,Poor,False,390000
BMW,5 Series,520d Luxury Line,2024,Petrol,Automatic,26192,2045,16.2,3rd Owner,Bengaluru,5,Poor,False,2880000
Toyota,Innova Crysta,ZX,2019,Diesel,Automatic,45658,2393,15.0,2nd Owner,Kochi,7,Good,False,765000
Kia,Sonet,HTK,2020,Diesel,Manual,85900,1197,17.7,2nd Owner,Chennai,5,Poor,False,225000
Toyota,Glanza,V,2022,Petrol,Automatic,37840,1197,21.8,4+ Owners,Ahmedabad,5,Fair,True,275000
Toyota,Fortuner,2.8 4x2 AT,2023,Diesel,Manual,36827,2755,15.0,4+ Owners,Ahmedabad,7,Poor,True,1210000
Hyundai,Alcazar,Signature,2015,Petrol,Manual,108025,1493,17.8,4+ Owners,Bengaluru,7,Good,True,350000
Honda,Amaze,S,2024,Petrol,Manual,21727,1149,18.6,4+ Owners,Chennai,5,Fair,False,330000
Maruti Suzuki,Ertiga,ZXi,2018,CNG,Automatic,109439,1512,21.5,3rd Owner,Lucknow,7,Poor,False,185000
Maruti Suzuki,Swift,ZXi,2018,Petrol,Manual,103695,1247,22.1,3rd Owner,Chandigarh,5,Fair,True,150000
Honda,Amaze,S,2013,Petrol,Automatic,101050,1199,18.2,3rd Owner,Kochi,5,Fair,True,120000
Toyota,Innova Crysta,GX,2023,Diesel,Automatic,33757,2393,15.7,3rd Owner,Bengaluru,7,Excellent,True,1220000
MG,Hector,Smart,2023,Petrol,Automatic,40222,2006,14.6,2nd Owner,Pune,5,Fair,True,865000
MG,Astor,Super,2015,Petrol,Automatic,145014,1548,16.3,2nd Owner,Lucknow,5,Poor,True,350000
Tata,Punch,Adventure,2021,Petrol,Manual,59609,1249,20.9,1st Owner,Surat,5,Poor,True,235000
Tata,Punch,Pure,2021,CNG,Automatic,68451,1249,21.0,4+ Owners,Pune,5,Excellent,False,260000
Volkswagen,Virtus,Highline,2018,Petrol,Manual,63566,1448,18.0,2nd Owner,Mumbai,5,Fair,True,350000
Volkswagen,Polo,Highline,2014,Petrol,Manual,153426,949,18.5,2nd Owner,Bengaluru,5,Excellent,False,120000
Volkswagen,Taigun,Topline,2016,Petrol,Manual,109603,1448,19.2,2nd Owner,Mumbai,5,Fair,True,350000
Tata,Safari,Adventure,2016,Diesel,Manual,130752,1956,15.9,1st Owner,Bengaluru,7,Good,True,450000
Kia,Sonet,HTX,2021,Petrol,Automatic,42024,1197,17.9,3rd Owner,Bengaluru,5,Poor,False,270000
Maruti Suzuki,Dzire,ZXi Plus,2023,CNG,Manual,28523,1247,23.5,1st Owner,Mumbai,5,Fair,False,400000
Maruti Suzuki,Alto,VXi,2013,CNG,Manual,91348,746,23.4,1st Owner,Lucknow,5,Poor,False,120000
Renault,Kwid,RXT,2016,Petrol,Manual,97410,949,22.4,3rd Owner,Chennai,5,Fair,False,120000
Audi,A6,45 TFSI Technology,2020,Petrol,Automatic,64257,1934,15.2,2nd Owner,Mumbai,5,Good,False,2400000
MG,Astor,Sharp,2024,Petrol,Automatic,12018,1448,15.5,3rd Owner,Delhi,5,Excellent,False,745000
Skoda,Octavia,Style,2018,Petrol,Automatic,76126,1984,15.5,3rd Owner,Surat,5,Good,True,825000
Honda,Amaze,E,2018,Petrol,Automatic,86834,1199,19.2,1st Owner,Mumbai,5,Fair,True,235000
Toyota,Innova Crysta,VX,2020,Diesel,Manual,49002,2393,13.6,3rd Owner,Kolkata,7,Excellent,True,795000
Mahindra,Bolero,B4,2021,Diesel,Manual,66071,1493,16.4,3rd Owner,Ahmedabad,7,Excellent,False,380000
Volkswagen,Taigun,Comfortline,2018,Petrol,Automatic,78939,1448,18.6,1st Owner,Mumbai,5,Fair,False,405000
Renault,Kwid,CLIMBER,2022,Petrol,Manual,32821,1049,21.1,4+ Owners,Chennai,5,Poor,True,145000
BMW,5 Series,530d M Sport,2013,Diesel,Automatic,142852,1945,18.8,3rd Owner,Chandigarh,5,Good,False,845000
MG,Astor,Sharp,2018,Petrol,Automatic,98315,1448,14.7,3rd Owner,Ahmedabad,5,Good,True,350000
Renault,Kiger,RXE,2019,Petrol,Manual,82987,949,19.3,1st Owner,Surat,5,Excellent,True,300000
Mercedes-Benz,C-Class,C 200,2013,Petrol,Automatic,75842,2043,16.8,1st Owner,Lucknow,5,Good,True,1050000
Kia,Carens,Prestige,2021,Petrol,Automatic,76481,1497,17.5,4+ Owners,Kochi,7,Excellent,True,435000
Renault,Triber,LXL,2024,Petrol,Manual,13017,1049,18.5,4+ Owners,Chennai,7,Poor,True,275000
Volkswagen,Virtus,Topline,2022,Petrol,Automatic,30084,1448,17.2,1st Owner,Hyderabad,5,Fair,False,640000
BMW,X1,sDrive20i,2017,Petrol,Automatic,57413,1995,15.9,4+ Owners,Kolkata,5,Fair,False,795000
Honda,WR-V,SV,2021,Petrol,Manual,74281,1498,17.5,3rd Owner,Kolkata,5,Poor,True,255000
